id,bgg_id,title,description,minplayers,maxplayers,minplaytime,maxplaytime,age_recommendation,complexity,year_published,more_info
23,321608,"Hegemony: Lead Your Class to Victory","Extended edition includes Crisis &amp;amp; Control expansion.&lt;br/&gt;&lt;br/&gt;&lt;br/&gt;The Nation is in disarray and a war is waging between the classes. The working class faces a dismantled welfare system, the capitalists are losing their hard-earned profits, the middle class is gradually fading and the state is sinking into a deep deficit. Amidst all this chaos, the only person who can provide guidance is... you. Will you take the side of the working class and fight for social reforms? Or will you stand with the corporations and the free market? Will you help the government try to keep it all together, or will you try to enforce your agenda no matter the cost to the country?&lt;br/&gt;&lt;br/&gt;Hegemony is an asymmetric politico-economic card-driven board game for 2-4 players that puts you in the role of one of the socio-economic groups in a fictional state: The Working Class, the Middle Class, the Capitalist Class and the State itself.&lt;br/&gt;&lt;br/&gt;The Working class controls the workers. The Capitalist class controls the companies. The Middle class combines elements from both the Working class and the Capitalist. It has workers who can work in the Capitalist's companies but it can also build companies of its own, yet smaller. Finally the State is trying to keep everyone happy, providing benefits and subsidies when needed but trying also to maintain a steady income through taxes to avoid going into debt.&lt;br/&gt;&lt;br/&gt;While players have their own separate goals, they are all limited by a series of policies that affect most of their actions, like Taxation, Labor Market, Foreign Trade etc. Voting on those policies and using their influence to change them is also very important. Through careful planning, strategic actions and political maneuvering, you will do your best to increase the power of your class and carry out your agenda. Will you be the one to lead your class to victory?&lt;br/&gt;&lt;br/&gt;Hegemony is heavily based on actual academic principles such as Social-Democracy, Neoliberalism, Nationalism and Globalism, and allows players to see their real world applications through engaging gameplay. There are many ways to achieve hegemony- which one will you take?&lt;br/&gt;&lt;br/&gt;&amp;mdash;description from the publisher&lt;br/&gt;&lt;br/&gt;",2,4,90,180,14,4.0909,2023,"https://boardgamegeek.com/boardgame/321608/hegemony: lead your class to victory"
24,266192,"Wingspan","Wingspan is&amp;nbsp;a competitive, medium-weight, card-driven, engine-building board game from Stonemaier Games. It's designed by Elizabeth Hargrave and features over 170 birds illustrated by Beth Sobel, Natalia Rojas, and Ana Maria Martinez.&lt;br/&gt;&lt;br/&gt;You are bird enthusiasts&amp;mdash;researchers, bird watchers, ornithologists, and collectors&amp;mdash;seeking to discover and attract the best birds to your network of wildlife preserves. Each bird extends a chain of powerful combinations in one of your habitats (actions). These habitats  focus on several key aspects of growth:&lt;br/&gt;&lt;br/&gt;&lt;br/&gt;     Gain food tokens via custom dice in a birdfeeder dice tower&lt;br/&gt;     Lay eggs using egg miniatures in a variety of colors&lt;br/&gt;     Draw from hundreds of unique bird cards and play them&lt;br/&gt;&lt;br/&gt;&lt;br/&gt;The winner is the player with the most points after 4 rounds.&lt;br/&gt;&lt;br/&gt;&amp;mdash;description from the publisher&lt;br/&gt;&lt;br/&gt;From the 7th printing on, the base game box includes Wingspan: Swift-Start Promo Pack.&lt;br/&gt;&lt;br/&gt;",1,5,40,70,10,2.4547,2019,"https://boardgamegeek.com/boardgame/266192/wingspan"
25,263895,"City of the Great Machine","City of the Great Machine is a strategy game set in a grim universe of technocratic Victorian steampunk. The game features the conflict between the Great Machine, an artificial intelligence network, and an alliance of Heroes. The Great Machine is either controlled by a player or is automated, which completely changes the gameplay.&lt;br/&gt;&lt;br/&gt;The Great Machine controls the City built on mobile platforms in the sky. As the Great Machine, the player (or game AI) commands a force of perfected Servants and mechanical Guards. The Great Machine's ultimate goal is to suppress social unrest and complete its grandiose Master Plan to perfect the mankind.&lt;br/&gt;&lt;br/&gt;The other players are Heroes working together against the Great Machine to start a revolution. They encourage discontent in the City, enlist the support of famous citizens, and inflame riots. They also attempt to prevent the Great Machine from completing the Master Plan, as it leads to the enslavement of the mankind.&lt;br/&gt;&lt;br/&gt;Game features:&lt;br/&gt;&lt;br/&gt;&lt;br/&gt;     City of the Great Machine may be played as One-vs-Many (2-4 players) or cooperatively/solo (1-3 players).&lt;br/&gt;     Modular board allows for infinite City layouts. The players may reposition the City Districts during the game.&lt;br/&gt;     Hidden movement. Each round, the Heroes secretly choose the Districts they will go to.&lt;br/&gt;     Resource management. Both sides of the conflict have multiple actions to take and pay for them in Trust (Heroes) or Bonds (the Great Machine). The same is true for movement and other tasks.&lt;br/&gt;     Asymmetric gameplay and unique victory conditions. The Heroes need 3 Riots to win, while the Great Machine strives to complete the Master Plan.&lt;br/&gt;     Secrecy. The Heroes need to conceal their plans from the Great Machine, however, they may discuss their intentions only in the presence of the Great Machine.&lt;br/&gt;&lt;br/&gt;&lt;br/&gt;",1,4,60,90,14,3.7143,2023,"https://boardgamegeek.com/boardgame/263895/city of the great machine"
26,380619,"Cyclades: Legendary Edition","In the Cyclades archipelago, off the shores of a divided Greece, players develop their cities and compete for supremacy under the watchful gaze of the gods.&lt;br/&gt;&lt;br/&gt;In Cyclades: Legendary Edition, designers Bruno Cathala and Ludovic Maublanc have reworked the Cyclades base game and its many expansions to make gameplay more dynamic and fluid.&lt;br/&gt;&lt;br/&gt;The game features a strategic bidding system that defines the actions available to each player on their turn. You must balance your finances to optimize the various actions provided by the different gods, with each player gaining the support of only one god each turn. The game features a shorter and more dynamic bidding phase than the original Cyclades thanks to a new exponential bidding scale. Six gods are available instead of the five, increasing the variety of actions available:&lt;br/&gt;&lt;br/&gt;&lt;br/&gt;     Ares allows the movement of player armies and the building of fortresses.&lt;br/&gt;     Poseidon allows players to move their navies and build ports.&lt;br/&gt;     Zeus allows his followers to hire priests and build temples.&lt;br/&gt;     Athena provides her worshipers with philosophers and universities.&lt;br/&gt;     Apollo increases the income of his worshipers.&lt;br/&gt;     Hera provides mercenaries to enforce your troops during battle.&lt;br/&gt;&lt;br/&gt;&lt;br/&gt;Players now use landscape tiles to assemble the modular game board during set-up, allowing for ever-changing maps and game strategies. New creatures and heroes are available in the base game, offering new strategic opportunities to build metropolises and gain decisive advantages on the battlefield. Your goal is to be the first to control three metropolises, which can be obtained as follows:&lt;br/&gt;&lt;br/&gt;&lt;br/&gt;     Economic development, by constructing four different buildings.&lt;br/&gt;     Intellectual development, by owning four philosophers.&lt;br/&gt;     Heroic deeds, when sacrificing a hero.&lt;br/&gt;     Military conquest, when seizing an enemy city by strength.&lt;br/&gt;&lt;br/&gt;&lt;br/&gt;Cyclades: Legendary Edition features three game configurations:&lt;br/&gt;&lt;br/&gt;&lt;br/&gt;     &amp;quot;Classic&amp;quot; mode for 3-5 players in which each player defends their own interests.&lt;br/&gt;     &amp;quot;Team&amp;quot; mode for 4 or 6 players in which you play in teams of two, co-operating with one another and competing against others.&lt;br/&gt;     An enhanced and refined two-player mode.&lt;br/&gt;&lt;br/&gt;&lt;br/&gt;",2,6,60,90,13,3,2024,"https://boardgamegeek.com/boardgame/380619/cyclades: legendary edition"
27,394186,"Ports: A Game of Battles with Boats","Ports is a game about abstracted trade between two city-states along a life-giving river. The genesis of the game was as a chess mini-game in an RPG, but it quickly became more interesting than its container. It plays similar to traditional race games such as Backgammon, Sennet, and the Royal Game of Ur, with its canonical theme being trade and privateers competing on a Nile-type river.&lt;br/&gt;&lt;br/&gt;On a fish-shaped board, there are two ports on one side and a winding river that overlaps itself that connects the two. Each player starts with three merchant ships in their port and there are two reinforcements for each player on the island in the middle of the river. Each player rolls four binary dice in order to move their ships along the river, ultimately to the other player's port. If one player's boat lands the other's boat, then they roll to see who wins the battle and whose boat needs to retreat to their original port. Whoever gets three boats to their opponent's port first wins!&lt;br/&gt;&lt;br/&gt;&amp;mdash;description from the designer&lt;br/&gt;&lt;br/&gt;",2,2,30,120,3,0,2023,"https://boardgamegeek.com/boardgame/394186/ports: a game of battles with boats"
28,167791,"Terraforming Mars","In the 2400s, mankind begins to terraform the planet Mars. Giant corporations, sponsored by the World Government on Earth, initiate huge projects to raise the temperature, the oxygen level, and the ocean coverage until the environment is habitable. In Terraforming Mars, you play one of those corporations and work together in the terraforming process, but compete for getting victory points that are awarded not only for your contribution to the terraforming, but also for advancing human infrastructure throughout the solar system, and doing other commendable things.&lt;br/&gt;&lt;br/&gt;The players acquire unique project cards (from over two hundred different ones) by buying them to their hand. The projects (cards) can represent anything from introducing plant life or animals, hurling asteroids at the surface, building cities, to mining the moons of Jupiter and establishing greenhouse gas industries to heat up the atmosphere. The cards can give you immediate bonuses, as well as increasing your production of different resources. Many cards also have requirements and they become playable when the temperature, oxygen, or ocean coverage increases enough. Buying cards is costly, so there is a balance between buying cards (3 megacredits per card) and actually playing them (which can cost anything between 0 to 41 megacredits, depending on the project). Standard Projects are always available to complement your cards.&lt;br/&gt;&lt;br/&gt;Your basic income, as well as your basic score, is based on your Terraform Rating (starting at 20), which increases every time you raise one of the three global parameters (which are temperature, oxygen, and ocean coverage). However, your income is complemented with your production, and you also get VPs from many other sources.&lt;br/&gt;&lt;br/&gt;Each player keeps track of their production and resources on their player boards, and the game uses six types of resources: MegaCredits, Steel, Titanium, Plants, Energy, and Heat. On the game board, you compete for the best places for your city tiles, ocean tiles, and greenery tiles. You also compete for different Milestones and Awards worth many VPs. Each round is called a generation (guess why) and consists of the following phases:&lt;br/&gt;&lt;br/&gt;1) Player order shifts clockwise.&lt;br/&gt;2) Research phase: All players buy cards from four privately drawn.&lt;br/&gt;3) Action phase: Players take turns doing 1-2 actions from these options: Playing a card, claiming a Milestone, funding an Award, using a Standard project, converting plant into greenery tiles (and raising oxygen), converting heat into a temperature raise, and using the action of a card in play. The turn continues around the table (sometimes several laps) until all players have passed.&lt;br/&gt;4) Production phase: Players get resources according to their terraform rating and production parameters.&lt;br/&gt;&lt;br/&gt;When the three global parameters (temperature, oxygen, ocean) have all reached their goal, the terraforming is complete, and the game ends after that generation. Count your Terraform Rating and other VPs to determine the winning corporation!&lt;br/&gt;&lt;br/&gt;",1,5,120,120,12,3.2587,2016,"https://boardgamegeek.com/boardgame/167791/terraforming mars"
29,312484,"Lost Ruins of Arnak","On an uninhabited island in uncharted seas, explorers have found traces of a great civilization. Now you will lead an expedition to explore the island, find lost artifacts, and face fearsome guardians, all in a quest to learn the island's secrets.&lt;br/&gt;&lt;br/&gt;Lost Ruins of Arnak combines deck-building and worker placement in a game of exploration, resource management, and discovery. In addition to traditional deck-builder effects, cards can also be used to place workers, and new worker actions become available as players explore the island. Some of these actions require resources instead of workers, so building a solid resource base will be essential. You are limited to only one action per turn, so make your choice carefully... what action will benefit you most now? And what can you afford to do later... assuming someone else doesn't take the action first!?&lt;br/&gt;&lt;br/&gt;Decks are small, and randomness in the game is heavily mitigated by the wealth of tactical decisions offered on the game board. With a variety of worker actions, artifacts, and equipment cards, the set-up for each game will be unique, encouraging players to explore new strategies to meet the challenge.&lt;br/&gt;&lt;br/&gt;Discover the Lost Ruins of Arnak!&lt;br/&gt;&lt;br/&gt;&amp;mdash;description from the publisher&lt;br/&gt;&lt;br/&gt;",1,4,30,120,12,2.9015,2020,"https://boardgamegeek.com/boardgame/312484/lost ruins of arnak"
30,295947,"Cascadia","Cascadia is a puzzly tile-laying and token-drafting game featuring the habitats and wildlife of the Pacific Northwest.&lt;br/&gt;&lt;br/&gt;In the game, you take turns building out your own terrain area and populating it with wildlife. You start with three hexagonal habitat tiles (with the five types of habitat in the game), and on a turn you choose a new habitat tile that's paired with a wildlife token, then place that tile next to your other ones and place the wildlife token on an appropriate habitat. (Each tile depicts 1-3 types of wildlife from the five types in the game, and you can place at most one tile on a habitat.) Four tiles are on display, with each tile being paired at random with a wildlife token, so you must make the best of what's available &amp;mdash; unless you have a nature token to spend so that you can pick your choice of each item.&lt;br/&gt;&lt;br/&gt;Ideally you can place habitat tiles to create matching terrain that reduces fragmentation and creates wildlife corridors, mostly because you score for the largest area of each type of habitat at game's end, with a bonus if your group is larger than each other player's. At the same time, you want to place wildlife tokens so that you can maximize the number of points scored by them, with the wildlife goals being determined at random by one of the four scoring cards for each type of wildlife. Maybe hawks want to be separate from other hawks, while foxes want lots of different animals surrounding them and bears want to be in pairs. Can you make it happen?&lt;br/&gt;&lt;br/&gt;",1,4,30,45,10,1.834,2021,"https://boardgamegeek.com/boardgame/295947/cascadia"
31,237182,"Root","Root is a game of adventure and war in which 2 to 4 (1 to 6 with the 'Riverfolk' expansion) players battle for control of a vast wilderness.&lt;br/&gt;&lt;br/&gt;The nefarious Marquise de Cat has seized the great woodland, intent on harvesting its riches. Under her rule, the many creatures of the forest have banded together. This Alliance will seek to strengthen its resources and subvert the rule of Cats. In this effort, the Alliance may enlist the help of the wandering Vagabonds who are able to move through the more dangerous woodland paths. Though some may sympathize with the Alliance&amp;rsquo;s hopes and dreams, these wanderers are old enough to remember the great birds of prey who once controlled the woods.&lt;br/&gt;&lt;br/&gt;Meanwhile, at the edge of the region, the proud, squabbling Eyrie have found a new commander who they hope will lead their faction to resume their ancient birthright. The stage is set for a contest that will decide the fate of the great woodland. It is up to the players to decide which group will ultimately take root.&lt;br/&gt;&lt;br/&gt;Root represents the next step in our development of asymmetric design. Like Vast: The Crystal Caverns, each player in Root has unique capabilities and a different victory condition. Now, with the aid of gorgeous, multi-use cards, a truly asymmetric design has never been more accessible.&lt;br/&gt;&lt;br/&gt;The Cats play a game of engine building and logistics while attempting to police the vast wilderness. By collecting Wood they are able to produce workshops, lumber mills, and barracks. They win by building new buildings and crafts.&lt;br/&gt;&lt;br/&gt;The Eyrie musters their hawks to take back the Woods. They must capture as much territory as possible and build roosts before they collapse back into squabbling.&lt;br/&gt;&lt;br/&gt;The Alliance hides in the shadows, recruiting forces and hatching conspiracies. They begin slowly and build towards a dramatic late-game presence--but only if they can manage to keep the other players in check.&lt;br/&gt;&lt;br/&gt;Meanwhile, the Vagabond plays all sides of the conflict for their own gain, while hiding a mysterious quest. Explore the board, fight other factions, and work towards achieving your hidden goal.&lt;br/&gt;&lt;br/&gt;In Root, players drive the narrative, and the differences between each role create an unparalleled level of interaction and replayability. Leder Games invites you and your family to explore the fantastic world of Root!&lt;br/&gt;&lt;br/&gt;&amp;mdash;description from the publisher&lt;br/&gt;&lt;br/&gt;",2,4,60,90,10,3.774,2018,"https://boardgamegeek.com/boardgame/237182/root"
32,396618,"Waterfall Park","Welcome to Waterfall Park, a revamped edition of Chinatown, the well-known negotiation game. The goal of the game is to trade and exchange attractions to build the biggest amusement park in the world. The particularity of this park is that it is built vertically on huge towers in the middle of the ocean.&lt;br/&gt;&lt;br/&gt;Waterfall Park is shorter and more family friendly than Chinatown, and the exchanges and interactions have been significantly increased to make the game even better.&lt;br/&gt;&lt;br/&gt;&amp;mdash;description from the publisher&lt;br/&gt;&lt;br/&gt;",3,5,45,45,10,0,2023,"https://boardgamegeek.com/boardgame/396618/waterfall park"
33,199792,"Everdell","Within the charming valley of Everdell, beneath the boughs of towering trees, among meandering streams and mossy hollows, a civilization of forest critters is thriving and expanding. From Everfrost to Bellsong, many a year have come and gone, but the time has come for new territories to be settled and new cities established. You will be the leader of a group of critters intent on just such a task. There are buildings to construct, lively characters to meet, events to host&amp;mdash;you have a busy year ahead of yourself. Will the sun shine brightest on your city before the winter moon rises?&lt;br/&gt;&lt;br/&gt;Everdell is a game of dynamic tableau building and worker placement.&lt;br/&gt;&lt;br/&gt;On their turn a player can take one of three actions:&lt;br/&gt;&lt;br/&gt;a) Place a Worker: Each player has a collection of Worker pieces. These are placed on the board locations, events, and on Destination cards. Workers perform various actions to further the development of a player's tableau: gathering resources, drawing cards, and taking other special actions.&lt;br/&gt;&lt;br/&gt;b) Play a Card: Each player is building and populating a city; a tableau of up to 15 Construction and Critter cards. There are five types of cards: Travelers, Production, Destination, Governance, and Prosperity. Cards generate resources (twigs, resin, pebbles, and berries), grant abilities, and ultimately score points. The interactions of the cards reveal numerous strategies and a near infinite variety of working cities.&lt;br/&gt;&lt;br/&gt;c) Prepare for the next Season: Workers are returned to the players supply and new workers are added. The game is played from Winter through to the onset of the following winter, at which point the player with the city with the most points wins.&lt;br/&gt;&lt;br/&gt;",1,4,40,80,13,2.8083,2018,"https://boardgamegeek.com/boardgame/199792/everdell"
34,205637,"Arkham Horror: The Card Game","Something evil stirs in Arkham, and only you can stop it. Blurring the traditional lines between role-playing and card game experiences, Arkham Horror: The Card Game is a Living Card Game of Lovecraftian mystery, monsters, and madness!&lt;br/&gt;&lt;br/&gt;In the game, you and your friend (or up to three friends with two Core Sets) become characters within the quiet New England town of Arkham. You have your talents, sure, but you also have your flaws. Perhaps you've dabbled a little too much in the writings of the Necronomicon, and its words continue to haunt you. Perhaps you feel compelled to cover up any signs of otherworldly evils, hampering your own investigations in order to protect the quiet confidence of the greater population. Perhaps you'll be scarred by your encounters with a ghoulish cult.&lt;br/&gt;&lt;br/&gt;No matter what compels you, no matter what haunts you, you'll find both your strengths and weaknesses reflected in your custom deck of cards, and these cards will be your resources as you work with your friends to unravel the world's most terrifying mysteries.&lt;br/&gt;&lt;br/&gt;Each of your adventures in Arkham Horror LCG carries you deeper into mystery. You'll find cultists and foul rituals. You'll find haunted houses and strange creatures. And you may find signs of the Ancient Ones straining against the barriers to our world...&lt;br/&gt;&lt;br/&gt;The basic mode of play in Arkham LCG is not the adventure, but the campaign. You might be scarred by your adventures, your sanity may be strained, and you may alter Arkham's landscape, burning buildings to the ground. All your choices and actions have consequences that reach far beyond the immediate resolution of the scenario at hand&amp;mdash;and your actions may earn you valuable experience with which you can better prepare yourself for the adventures that still lie before you.&lt;br/&gt;&lt;br/&gt;",1,2,60,120,14,3.5278,2016,"https://boardgamegeek.com/boardgame/205637/arkham horror: the card game"
35,332772,"Revive","Revive civilization, 5000 years after everything was destroyed. Lead your tribe and explore the frozen earth. Harness its resources. Recruit surface survivors to your cause. Build factories with powerful machines. And populate ancient sites to relearn your tribe's forgotten technologies.&lt;br/&gt;--&lt;br/&gt;Revive is a game for 1-4 players with asymmetric player powers, highly variable setup, and no fighting or direct conflict. Playing through the 5-part campaign unlocks additional contents, and once all contents have been unlocked, the game can be replayed indefinitely.&lt;br/&gt;--&lt;br/&gt;At the beginning of the game, each player gets a set of citizen cards, a tribe board, as well as a huge dual-layer player board. The tribe board shows your unique tribe ability and the ancient technologies that you may relearn during the game. The dual-layer player board is where you place your custom machines and upgrade your card slots.&lt;br/&gt;&lt;br/&gt;A main goal of the game is to reach and populate the large ancient sites. These ancient locations are randomized, and as they are important sources of victory points, they will shape your strategy differently each game.&lt;br/&gt;&lt;br/&gt;On your turn you take two actions: &lt;br/&gt;&lt;br/&gt;     Play a card (its effect is determined by which card slot you use)&lt;br/&gt;     Explore (reveal an area tile and recruit a new citizen card)&lt;br/&gt;     Populate (populate an ancient location to learn a new technology)&lt;br/&gt;     Build factory (the adjacent terrains determine which machine tracks you advance)&lt;br/&gt;&lt;br/&gt;&lt;br/&gt;In addition you may use power to activate any number of your machines, modifying your actions.&lt;br/&gt;&lt;br/&gt;Instead of taking two actions you may Hibernate. This will circulate your cards, moving your played cards to your resting area, and releasing the cards in your resting area back to you. In addition you regain your used power, so that you may activate your machines again.&lt;br/&gt;&lt;br/&gt;The multi-use cards play an important role: Each card shows a resource ability (on the top) and a special ability (on the lower part). Playing a card in one of your top slots activates the resource action; In a lower slot you activate the special ability. You may install slot modules in the card slots, and these are activated whenever you play a card matching its color. It is possible to find combinations that lets you chain cards, triggering several slot modules and abilities in one action.&lt;br/&gt;&lt;br/&gt;Building factories harness the power of the surrounding terrains, advancing your marker on one of three machine tracks. This may unlock machines that can be activated, using energy.&lt;br/&gt;&lt;br/&gt;Reaching certain milestones lets you take an artifact from the main board. Each artifact boosts one of the three scoring categories on your personal scoring card.&lt;br/&gt;&lt;br/&gt;The game ends when all artifacts have been taken, and the player with the most points wins.&lt;br/&gt;&lt;br/&gt;",1,4,90,120,14,3.4181,2022,"https://boardgamegeek.com/boardgame/332772/revive"
36,394897,"Horror on the Orient Express: The Board Game","Horror on the Orient Express: The Board Game lures you into the luxurious, yet dangerous interiors of the most famous train of the 1920s. The magnificent engine travels into the realm of the Dreamlands &amp;mdash; with you on board! From hideous monsters crawling out of breaches to cultists hiding among the decadent passengers, everything is against you, not forgetting an eldritch, blood-thirsty vampire hunting down everything that moves...all against the clock. Can you beat them all as you investigate the dark secrets of the Orient Express?&lt;br/&gt;&lt;br/&gt;In the game, you control a character who can develop new skills, gather items, talk to the passengers, discover clues and, ultimately, decide the fate of the train. Who knows, you may even learn a spell or two.&lt;br/&gt;&lt;br/&gt;In short, Horror on the Orient Express: The Board Game is a co-operative game in which you and other investigators have to survive on the doomed train. To win, you must discover and hunt out the cultists to stop them performing a hideous ritual, as well as ensuring that the train reaches its destination. With all manner of dangers facing you, the challenge is to survive, stop the horrors of the Dreamlands, and prevent calamity.&lt;br/&gt;&lt;br/&gt;Horror on the Orient Express: The Board Game brings the award-winning Call of Cthulhu horror and mystery TTRPG into the world of board gaming. Special rules, ongoing character development, and awesome play pieces all provide a challenging and exciting gaming experience. Your journey on the Orient Express will be something to remember!&lt;br/&gt;&lt;br/&gt;",1,4,90,120,14,3.3333,2025,"https://boardgamegeek.com/boardgame/394897/horror on the orient express: the board game"
37,359156,"Darwin&#039;s Journey","Welcome to Darwin Awards party card game! Do you enjoy reading or hearing about the crazy things that people do that sometimes end up with them being amongst the nonliving&amp;hellip;in other words, someone doing something really stupid and dying. Do you like to make fun of your family, friends, perfect strangers, or maybe a celebrity? Then Darwin Awards party card game is for you!&lt;br/&gt;&lt;br/&gt;Darwin Awards is comprised of 4 different decks of cards; there are Location, Action, Object, and Death cards. For advanced gameplay, you can add a 5th deck, Announcement cards.&lt;br/&gt;&lt;br/&gt;Each player is dealt 2 of each type of card. One player starts off as the Judge. Starting with the player to the Judge&amp;rsquo;s left, the players will use the cards in their hand to make up a story. The story will be how someone dies by the Death card at the location stated in the Location card by doing an action from the Action card with an object from the Object card. Example: Location Card &amp;ndash; Windsor Castle, Action Card &amp;ndash; Doing the Chicken Dance, Object Card &amp;ndash; Moon Shoes, Death Card &amp;ndash; Choked on a bottle cap&lt;br/&gt;&lt;br/&gt;Once each player has told their story, the Judge then chooses the story they liked best. The winning player will keep the Death card to track how many rounds won and all used cards are set off to the side. The player to the Judge&amp;rsquo;s left will be the next Judge and deals a fresh set of cards to each player and new stories are told. The first player to collect 3 (or as many as the group wants to play) Death cards is the winner of the game.&lt;br/&gt;&lt;br/&gt;",3,8,60,180,13,1,2023,"https://boardgamegeek.com/boardgame/359156/darwin&#039;s journey"
38,169786,"Scythe","It is a time of unrest in 1920s Europa. The ashes from the first great war still darken the snow. The capitalistic city-state known simply as &amp;ldquo;The Factory&amp;rdquo;, which fueled the war with heavily armored mechs, has closed its doors, drawing the attention of several nearby countries.&lt;br/&gt;&lt;br/&gt;Scythe is an engine-building game set in an alternate-history 1920s period. It is a time of farming and war, broken hearts and rusted gears, innovation and valor. In Scythe, each player represents a character from one of five factions of Eastern Europe who are attempting to earn their fortune and claim their faction's stake in the land around the mysterious Factory. Players conquer territory, enlist new recruits, reap resources, gain villagers, build structures, and activate monstrous mechs.&lt;br/&gt;&lt;br/&gt;Each player begins the game with different resources (power, coins, combat acumen, and popularity), a different starting location, and a hidden goal. Starting positions are specially calibrated to contribute to each faction&amp;rsquo;s uniqueness and the asymmetrical nature of the game (each faction always starts in the same place).&lt;br/&gt;&lt;br/&gt;Scythe gives players almost complete control over their fate. Other than each player&amp;rsquo;s individual hidden objective card, the only elements of luck or variability are &amp;ldquo;encounter&amp;rdquo; cards that players will draw as they interact with the citizens of newly explored lands. Each encounter card provides the player with several options, allowing them to mitigate the luck of the draw through their selection. Combat is also driven by choices, not luck or randomness.&lt;br/&gt;&lt;br/&gt;Scythe uses a streamlined action-selection mechanism (no rounds or phases) to keep gameplay moving at a brisk pace and reduce downtime between turns. While there is plenty of direct conflict for players who seek it, there is no player elimination.&lt;br/&gt;&lt;br/&gt;Every part of Scythe has an aspect of engine-building to it. Players can upgrade actions to become more efficient, build structures that improve their position on the map, enlist new recruits to enhance character abilities, activate mechs to deter opponents from invading, and expand their borders to reap greater types and quantities of resources. These engine-building aspects create a sense of momentum and progress throughout the game. The order in which players improve their engine adds to the unique feel of each game, even when playing one faction multiple times.&lt;br/&gt;&lt;br/&gt;",1,5,90,115,14,3.4397,2016,"https://boardgamegeek.com/boardgame/169786/scythe"
39,363369,"Starship Captains","Welcome aboard and congrats on the promotion! Your &amp;quot;new&amp;quot; starship is ready to embark on its first big voyage. Just scrape off some of the rust, and she'll do fine. And that crew? Might look a little green around the edges, but they're your crew now. Make us proud.&lt;br/&gt;&lt;br/&gt;The stars are calling...and adventure awaits!&lt;br/&gt;&lt;br/&gt;As newly promoted Starship Captains, players are in command of their first starship and hungry to prove themselves in a galaxy full of space pirates, grumpy old androids, ancient artifacts, and interplanetary adventures.&lt;br/&gt;&lt;br/&gt;In this 1-4 player Eurostyle game, which mixes action selection and engine building, you'll manage a diverse crew of cadets, ensigns, androids, and officers &amp;mdash; each with different special roles and capabilities. By earning medals, you can promote and train your crew for even greater effectiveness. Similarly, you can upgrade your ship with powerful engine building technology for maximum synergy.&lt;br/&gt;&lt;br/&gt;What will you do with this enhanced crew and ship? Explore an ever-shifting galaxy full of dangerous pirates and interplanetary missions in order to boost your reputation with three distinct galactic factions for bountiful rewards.&lt;br/&gt;&lt;br/&gt;Do you have what it takes to deftly command your crew and become the best captain in the cosmos? We'll see!&lt;br/&gt;&lt;br/&gt;&amp;mdash;description from the publisher&lt;br/&gt;&lt;br/&gt;",1,4,40,100,12,2.375,2022,"https://boardgamegeek.com/boardgame/363369/starship captains"
40,174430,"Gloomhaven","Gloomhaven  is a game of Euro-inspired tactical combat in a persistent world of shifting motives. Players will take on the role of a wandering adventurer with their own special set of skills and their own reasons for traveling to this dark corner of the world. Players must work together out of necessity to clear out menacing dungeons and forgotten ruins. In the process, they will enhance their abilities with experience and loot, discover new locations to explore and plunder, and expand an ever-branching story fueled by the decisions they make.&lt;br/&gt;&lt;br/&gt;This is a game with a persistent and changing world that is ideally played over many game sessions. After a scenario, players will make decisions on what to do, which will determine how the story continues, kind of like a &amp;ldquo;Choose Your Own Adventure&amp;rdquo; book. Playing through a scenario is a cooperative affair where players will fight against automated monsters using an innovative card system to determine the order of play and what a player does on their turn.&lt;br/&gt;&lt;br/&gt;Each turn, a player chooses two cards to play out of their hand. The number on the top card determines their initiative for the round. Each card also has a top and bottom power, and when it is a player&amp;rsquo;s turn in the initiative order, they determine whether to use the top power of one card and the bottom power of the other, or vice-versa. Players must be careful, though, because over time they will permanently lose cards from their hands. If they take too long to clear a dungeon, they may end up exhausted and be forced to retreat.&lt;br/&gt;&lt;br/&gt;",1,4,60,120,14,3.8954,2017,"https://boardgamegeek.com/boardgame/174430/gloomhaven"
